latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.968365,78.981476,696.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm)
2025-04-23T14:00,40.8,9,38.4,0.00,0.00,0.00
2025-04-23T15:00,39.3,10,34.5,0.00,0.00,0.00
2025-04-23T16:00,38.8,10,33.3,0.00,0.00,0.00
2025-04-23T17:00,37.5,10,32.0,0.00,0.00,0.00
2025-04-23T18:00,35.4,11,30.0,0.00,0.00,0.00
2025-04-23T19:00,33.6,13,29.1,0.00,0.00,0.00
2025-04-23T20:00,32.1,14,28.0,0.00,0.00,0.00
2025-04-23T21:00,30.8,15,27.2,0.00,0.00,0.00
2025-04-23T22:00,29.4,16,26.2,0.00,0.00,0.00
2025-04-23T23:00,28.5,17,24.8,0.00,0.00,0.00
2025-04-24T00:00,28.5,17,24.7,0.00,0.00,0.00
2025-04-24T01:00,27.9,17,23.7,0.00,0.00,0.00
2025-04-24T02:00,27.3,17,23.4,0.00,0.00,0.00
2025-04-24T03:00,26.1,19,22.2,0.00,0.00,0.00
2025-04-24T04:00,25.3,19,21.4,0.00,0.00,0.00
2025-04-24T05:00,24.7,19,21.0,0.00,0.00,0.00
2025-04-24T06:00,26.6,16,22.8,0.00,0.00,0.00
2025-04-24T07:00,30.2,13,26.7,0.00,0.00,0.00
2025-04-24T08:00,34.2,9,30.8,0.00,0.00,0.00
2025-04-24T09:00,36.6,7,33.9,0.00,0.00,0.00
2025-04-24T10:00,38.3,7,37.3,0.00,0.00,0.00
2025-04-24T11:00,39.7,8,38.6,0.00,0.00,0.00
2025-04-24T12:00,40.2,9,38.1,0.00,0.00,0.00
2025-04-24T13:00,40.4,9,36.8,0.00,0.00,0.00
2025-04-24T14:00,39.5,10,34.7,0.00,0.00,0.00
2025-04-24T15:00,38.8,10,33.3,0.00,0.00,0.00
2025-04-24T16:00,38.1,10,31.8,0.00,0.00,0.00
2025-04-24T17:00,36.6,11,30.9,0.00,0.00,0.00
2025-04-24T18:00,34.5,12,31.0,0.00,0.00,0.00
2025-04-24T19:00,32.9,13,29.2,0.00,0.00,0.00
2025-04-24T20:00,32.0,14,28.3,0.00,0.00,0.00
2025-04-24T21:00,30.7,15,27.4,0.00,0.00,0.00
2025-04-24T22:00,29.0,17,26.1,0.00,0.00,0.00
2025-04-24T23:00,27.8,19,25.0,0.00,0.00,0.00
2025-04-25T00:00,27.6,21,24.3,0.00,0.00,0.00
2025-04-25T01:00,27.6,22,24.5,0.00,0.00,0.00
2025-04-25T02:00,27.2,23,24.0,0.00,0.00,0.00
2025-04-25T03:00,27.7,22,24.1,0.00,0.00,0.00
2025-04-25T04:00,26.7,23,23.6,0.00,0.00,0.00
2025-04-25T05:00,25.6,24,22.5,0.00,0.00,0.00
2025-04-25T06:00,25.7,29,24.0,0.00,0.00,0.00
2025-04-25T07:00,28.3,26,26.9,0.00,0.00,0.00
2025-04-25T08:00,32.6,17,31.0,0.00,0.00,0.00
2025-04-25T09:00,36.0,10,33.7,0.00,0.00,0.00
2025-04-25T10:00,37.6,8,36.3,0.00,0.00,0.00
2025-04-25T11:00,38.7,9,38.8,0.00,0.00,0.00
2025-04-25T12:00,40.4,9,40.3,0.00,0.00,0.00
2025-04-25T13:00,39.5,11,35.8,0.00,0.00,0.00
2025-04-25T14:00,38.6,12,34.3,0.00,0.00,0.00
2025-04-25T15:00,37.8,13,32.6,0.00,0.00,0.00
2025-04-25T16:00,38.0,12,33.4,0.00,0.00,0.00
2025-04-25T17:00,36.9,13,32.1,0.00,0.00,0.00
2025-04-25T18:00,35.4,14,31.9,0.00,0.00,0.00
2025-04-25T19:00,32.8,16,30.3,0.00,0.00,0.00
2025-04-25T20:00,32.3,17,29.4,0.00,0.00,0.00
2025-04-25T21:00,31.9,19,28.3,0.00,0.00,0.00
2025-04-25T22:00,31.8,19,27.9,0.00,0.00,0.00
2025-04-25T23:00,31.5,20,27.5,0.00,0.00,0.00
2025-04-26T00:00,29.7,23,26.3,0.00,0.00,0.00
2025-04-26T01:00,30.4,23,26.7,0.00,0.00,0.00
2025-04-26T02:00,28.7,25,27.1,0.00,0.00,0.00
2025-04-26T03:00,27.5,29,25.8,0.00,0.00,0.00
2025-04-26T04:00,27.2,29,25.6,0.00,0.00,0.00
2025-04-26T05:00,26.3,30,23.6,0.00,0.00,0.00
2025-04-26T06:00,29.7,28,26.9,0.00,0.00,0.00
2025-04-26T07:00,31.5,26,29.1,0.00,0.00,0.00
2025-04-26T08:00,33.2,22,29.9,0.00,0.00,0.00
2025-04-26T09:00,35.2,19,31.7,0.00,0.00,0.00
2025-04-26T10:00,37.0,16,35.3,0.00,0.00,0.00
2025-04-26T11:00,37.7,16,36.0,0.00,0.00,0.00
2025-04-26T12:00,37.4,16,35.7,0.00,0.00,0.00
2025-04-26T13:00,38.0,17,37.1,0.00,0.00,0.00
2025-04-26T14:00,37.1,18,35.0,0.00,0.00,0.00
2025-04-26T15:00,34.7,23,31.9,0.00,0.00,0.00
2025-04-26T16:00,34.3,22,32.1,0.00,0.00,0.00
2025-04-26T17:00,34.4,22,32.0,0.00,0.00,0.00
2025-04-26T18:00,32.6,24,31.3,0.00,0.00,0.00
2025-04-26T19:00,30.7,27,29.6,0.00,0.00,0.00
2025-04-26T20:00,29.6,30,29.0,0.00,0.00,0.00
2025-04-26T21:00,29.1,32,29.0,0.00,0.00,0.00
2025-04-26T22:00,29.1,33,29.0,0.00,0.00,0.00
2025-04-26T23:00,29.0,31,27.7,0.00,0.00,0.00
2025-04-27T00:00,28.1,33,26.2,0.00,0.00,0.00
2025-04-27T01:00,27.3,36,25.6,0.00,0.00,0.00
2025-04-27T02:00,26.8,38,25.3,0.00,0.00,0.00
2025-04-27T03:00,26.1,39,25.2,0.00,0.00,0.00
2025-04-27T04:00,25.5,41,24.8,0.00,0.00,0.00
2025-04-27T05:00,25.0,43,24.5,0.00,0.00,0.00
2025-04-27T06:00,24.8,54,24.9,0.00,0.00,0.00
2025-04-27T07:00,25.3,55,24.7,0.00,0.00,0.00
2025-04-27T08:00,27.5,46,26.5,0.00,0.00,0.00
2025-04-27T09:00,30.4,36,29.2,0.00,0.00,0.00
2025-04-27T10:00,32.0,33,31.3,0.00,0.00,0.00
2025-04-27T11:00,33.6,30,33.4,0.00,0.00,0.00
2025-04-27T12:00,34.7,25,34.8,0.00,0.00,0.00
2025-04-27T13:00,31.7,26,29.4,0.00,0.00,0.00
2025-04-27T14:00,32.6,26,32.4,0.00,0.00,0.00
2025-04-27T15:00,33.5,24,31.6,0.00,0.00,0.00
2025-04-27T16:00,34.0,20,31.2,0.00,0.00,0.00
2025-04-27T17:00,34.1,17,31.4,0.00,0.00,0.00
2025-04-27T18:00,32.5,18,30.2,0.00,0.00,0.00
2025-04-27T19:00,29.5,25,28.2,0.00,0.00,0.00
2025-04-27T20:00,27.2,43,26.0,0.00,0.00,0.00
2025-04-27T21:00,27.0,42,26.3,0.00,0.00,0.00
2025-04-27T22:00,26.6,42,25.9,0.00,0.00,0.00
2025-04-27T23:00,26.0,43,25.1,0.00,0.00,0.00
2025-04-28T00:00,25.8,43,25.0,0.00,0.00,0.00
2025-04-28T01:00,25.6,44,25.1,0.00,0.00,0.00
2025-04-28T02:00,24.7,47,24.6,0.00,0.00,0.00
2025-04-28T03:00,24.5,48,23.9,0.00,0.00,0.00
2025-04-28T04:00,24.8,48,24.1,0.00,0.00,0.00
2025-04-28T05:00,25.0,50,24.5,0.00,0.00,0.00
2025-04-28T06:00,24.2,65,24.8,0.00,0.00,0.00
2025-04-28T07:00,26.4,60,27.2,0.00,0.00,0.00
2025-04-28T08:00,28.3,56,28.7,0.00,0.00,0.00
2025-04-28T09:00,30.4,49,31.3,0.00,0.00,0.00
2025-04-28T10:00,32.7,40,34.5,0.00,0.00,0.00
2025-04-28T11:00,35.2,29,36.8,0.00,0.00,0.00
2025-04-28T12:00,37.0,13,35.1,0.00,0.00,0.00
2025-04-28T13:00,37.4,12,33.9,0.00,0.00,0.00
2025-04-28T14:00,37.5,11,34.4,0.00,0.00,0.00
2025-04-28T15:00,38.1,10,35.0,0.00,0.00,0.00
2025-04-28T16:00,36.6,10,31.1,0.00,0.00,0.00
2025-04-28T17:00,35.3,11,30.2,0.00,0.00,0.00
2025-04-28T18:00,33.5,13,29.3,0.00,0.00,0.00
2025-04-28T19:00,31.2,15,27.6,0.00,0.00,0.00
2025-04-28T20:00,29.4,19,27.2,0.00,0.00,0.00
2025-04-28T21:00,29.3,19,27.5,0.00,0.00,0.00
2025-04-28T22:00,29.0,29,28.7,0.00,0.00,0.00
2025-04-28T23:00,28.2,19,25.9,0.00,0.00,0.00
2025-04-29T00:00,27.8,20,25.7,0.00,0.00,0.00
2025-04-29T01:00,25.2,31,22.2,0.00,0.00,0.00
2025-04-29T02:00,23.7,46,22.6,0.00,0.00,0.00
2025-04-29T03:00,22.9,53,22.6,0.00,0.00,0.00
2025-04-29T04:00,23.9,52,23.8,0.00,0.00,0.00
2025-04-29T05:00,22.6,58,22.7,0.00,0.00,0.00
2025-04-29T06:00,23.9,65,25.6,0.00,0.00,0.00
2025-04-29T07:00,25.8,59,26.8,0.00,0.00,0.00
2025-04-29T08:00,28.4,53,28.8,0.00,0.00,0.00
2025-04-29T09:00,30.6,47,30.9,0.00,0.00,0.00
2025-04-29T10:00,32.8,38,33.5,0.00,0.00,0.00
2025-04-29T11:00,34.9,31,35.7,0.00,0.00,0.00
2025-04-29T12:00,36.4,26,37.0,0.00,0.00,0.00
2025-04-29T13:00,37.9,19,37.4,0.00,0.00,0.00
2025-04-29T14:00,38.4,14,35.9,0.00,0.00,0.00
2025-04-29T15:00,37.6,14,34.1,0.00,0.00,0.00
2025-04-29T16:00,37.2,14,33.0,0.00,0.00,0.00
2025-04-29T17:00,36.5,14,32.5,0.00,0.00,0.00
2025-04-29T18:00,32.6,20,30.4,0.00,0.00,0.00
2025-04-29T19:00,30.7,23,28.4,0.00,0.00,0.00
2025-04-29T20:00,29.9,24,27.5,0.00,0.00,0.00
2025-04-29T21:00,30.1,23,27.6,0.00,0.00,0.00
2025-04-29T22:00,30.0,24,27.2,0.00,0.00,0.00
2025-04-29T23:00,29.7,24,26.8,0.00,0.00,0.00
2025-04-30T00:00,27.8,29,26.3,0.00,0.00,0.00
2025-04-30T01:00,26.6,33,25.7,0.00,0.00,0.00
2025-04-30T02:00,25.4,38,24.9,0.00,0.00,0.00
2025-04-30T03:00,24.2,43,22.7,0.00,0.00,0.00
2025-04-30T04:00,24.1,47,23.3,0.00,0.00,0.00
2025-04-30T05:00,24.0,49,23.6,0.00,0.00,0.00
2025-04-30T06:00,22.6,68,24.1,0.00,0.00,0.00
2025-04-30T07:00,25.6,57,26.8,0.00,0.00,0.00
2025-04-30T08:00,28.3,49,28.9,0.00,0.00,0.00
2025-04-30T09:00,30.7,42,31.9,0.00,0.00,0.00
2025-04-30T10:00,33.3,34,35.6,0.00,0.00,0.00
2025-04-30T11:00,35.9,24,38.2,0.00,0.00,0.00
2025-04-30T12:00,38.4,11,37.7,0.00,0.00,0.00
2025-04-30T13:00,39.3,9,36.4,0.00,0.00,0.00
2025-04-30T14:00,38.9,9,35.0,0.00,0.00,0.00
2025-04-30T15:00,38.5,9,33.8,0.00,0.00,0.00
2025-04-30T16:00,37.6,9,32.1,0.00,0.00,0.00
2025-04-30T17:00,36.4,10,31.4,0.00,0.00,0.00
2025-04-30T18:00,33.5,13,29.4,0.00,0.00,0.00
2025-04-30T19:00,32.3,14,28.2,0.00,0.00,0.00
2025-04-30T20:00,30.4,17,27.6,0.00,0.00,0.00
2025-04-30T21:00,28.9,20,25.9,0.00,0.00,0.00
2025-04-30T22:00,26.3,27,24.2,0.00,0.00,0.00
2025-04-30T23:00,25.9,33,23.9,0.00,0.00,0.00
2025-05-01T00:00,26.3,44,25.7,0.00,0.00,0.00
2025-05-01T01:00,25.1,55,25.5,0.00,0.00,0.00
2025-05-01T02:00,23.9,63,24.9,0.00,0.00,0.00
2025-05-01T03:00,23.5,66,24.3,0.00,0.00,0.00
2025-05-01T04:00,23.1,68,24.2,0.00,0.00,0.00
2025-05-01T05:00,22.8,71,24.2,0.00,0.00,0.00
2025-05-01T06:00,24.6,73,27.0,0.00,0.00,0.00
2025-05-01T07:00,26.5,66,28.5,0.00,0.00,0.00
2025-05-01T08:00,28.5,60,30.1,0.00,0.00,0.00
2025-05-01T09:00,30.7,52,32.6,0.00,0.00,0.00
2025-05-01T10:00,32.6,44,34.9,0.00,0.00,0.00
2025-05-01T11:00,34.2,37,36.8,0.00,0.00,0.00
2025-05-01T12:00,35.6,29,37.2,0.00,0.00,0.00
2025-05-01T13:00,36.8,25,38.6,0.00,0.00,0.00
2025-05-01T14:00,37.5,21,37.6,0.00,0.00,0.00
2025-05-01T15:00,37.5,17,35.3,0.00,0.00,0.00
2025-05-01T16:00,36.9,18,34.4,0.00,0.00,0.00
2025-05-01T17:00,36.4,18,34.2,0.00,0.00,0.00
2025-05-01T18:00,33.5,19,31.3,0.00,0.00,0.00
2025-05-01T19:00,31.8,19,28.8,0.00,0.00,0.00
2025-05-01T20:00,28.9,23,26.9,0.00,0.00,0.00
2025-05-01T21:00,25.5,60,25.7,0.00,0.00,0.00
2025-05-01T22:00,24.8,62,25.1,0.00,0.00,0.00
2025-05-01T23:00,24.1,63,24.9,0.00,0.00,0.00
2025-05-02T00:00,23.3,66,24.7,0.00,0.00,0.00
2025-05-02T01:00,23.3,66,24.0,0.00,0.00,0.00
2025-05-02T02:00,22.9,68,24.4,0.00,0.00,0.00
2025-05-02T03:00,23.2,65,24.6,0.00,0.00,0.00
2025-05-02T04:00,23.8,60,24.2,0.00,0.00,0.00
2025-05-02T05:00,23.0,63,23.9,0.00,0.00,0.00
2025-05-02T06:00,23.6,59,23.8,0.00,0.00,0.00
2025-05-02T07:00,25.4,55,25.7,0.00,0.00,0.00
2025-05-02T08:00,27.3,52,27.3,0.00,0.00,0.00
2025-05-02T09:00,29.1,47,29.6,0.00,0.00,0.00
2025-05-02T10:00,31.3,40,32.8,0.00,0.00,0.00
2025-05-02T11:00,33.3,35,35.6,0.00,0.00,0.00
2025-05-02T12:00,34.9,30,37.7,0.00,0.00,0.00
2025-05-02T13:00,36.1,26,38.9,0.00,0.00,0.00
2025-05-02T14:00,37.3,23,39.5,0.00,0.00,0.00
2025-05-02T15:00,31.2,35,31.1,2.60,2.60,0.00
2025-05-02T16:00,34.1,25,33.8,0.00,0.00,0.00
2025-05-02T17:00,34.3,22,32.8,0.00,0.00,0.00
2025-05-02T18:00,29.8,40,30.5,0.00,0.00,0.00
2025-05-02T19:00,28.1,45,29.0,0.00,0.00,0.00
2025-05-02T20:00,27.7,47,29.2,0.00,0.00,0.00
2025-05-02T21:00,27.4,45,28.2,0.00,0.00,0.00
2025-05-02T22:00,27.0,46,27.9,0.00,0.00,0.00
2025-05-02T23:00,25.6,51,26.5,0.00,0.00,0.00
2025-05-03T00:00,24.4,57,25.8,0.00,0.00,0.00
2025-05-03T01:00,25.0,51,26.1,0.00,0.00,0.00
2025-05-03T02:00,25.1,50,26.3,0.00,0.00,0.00
2025-05-03T03:00,24.4,52,25.5,0.00,0.00,0.00
2025-05-03T04:00,24.0,52,24.7,0.00,0.00,0.00
2025-05-03T05:00,24.3,50,24.5,0.00,0.00,0.00
2025-05-03T06:00,26.3,56,27.4,0.00,0.00,0.00
2025-05-03T07:00,28.8,50,30.0,0.00,0.00,0.00
2025-05-03T08:00,30.7,46,31.9,0.00,0.00,0.00
2025-05-03T09:00,32.4,40,33.4,0.00,0.00,0.00
2025-05-03T10:00,32.2,32,34.4,0.50,0.50,0.00
2025-05-03T11:00,34.4,27,35.4,0.00,0.00,0.00
2025-05-03T12:00,37.3,18,37.8,0.00,0.00,0.00
2025-05-03T13:00,37.2,17,35.1,0.00,0.00,0.00
2025-05-03T14:00,34.4,24,32.0,0.00,0.00,0.00
2025-05-03T15:00,35.8,20,34.2,0.00,0.00,0.00
2025-05-03T16:00,35.5,20,33.7,0.00,0.00,0.00
2025-05-03T17:00,35.1,20,33.4,0.00,0.00,0.00
2025-05-03T18:00,30.3,32,28.8,0.00,0.00,0.00
2025-05-03T19:00,26.8,44,26.1,0.00,0.00,0.00
2025-05-03T20:00,27.0,44,26.6,0.00,0.00,0.00
2025-05-03T21:00,25.7,45,25.3,0.00,0.00,0.00
2025-05-03T22:00,24.5,52,24.9,0.00,0.00,0.00
2025-05-03T23:00,23.9,56,24.7,0.00,0.00,0.00
2025-05-04T00:00,24.0,56,25.5,0.00,0.00,0.00
2025-05-04T01:00,23.8,54,24.7,0.00,0.00,0.00
2025-05-04T02:00,23.7,53,24.3,0.00,0.00,0.00
2025-05-04T03:00,23.5,54,24.4,0.00,0.00,0.00
2025-05-04T04:00,23.0,55,23.9,0.00,0.00,0.00
2025-05-04T05:00,22.6,56,22.2,0.00,0.00,0.00
2025-05-04T06:00,22.6,69,23.3,0.00,0.00,0.00
2025-05-04T07:00,24.7,60,25.8,0.00,0.00,0.00
2025-05-04T08:00,27.4,49,28.0,0.00,0.00,0.00
2025-05-04T09:00,30.3,38,30.1,0.00,0.00,0.00
2025-05-04T10:00,32.1,33,32.2,0.00,0.00,0.00
2025-05-04T11:00,32.6,32,33.5,0.00,0.00,0.00
2025-05-04T12:00,32.9,31,34.9,0.00,0.00,0.00
2025-05-04T13:00,33.1,26,32.5,0.00,0.00,0.00
2025-05-04T14:00,33.0,27,32.2,0.00,0.00,0.00
2025-05-04T15:00,32.2,29,30.4,0.00,0.00,0.00
2025-05-04T16:00,32.4,28,31.4,0.00,0.00,0.00
2025-05-04T17:00,31.8,29,30.2,0.00,0.00,0.00
2025-05-04T18:00,26.2,51,26.8,0.00,0.00,0.00
2025-05-04T19:00,25.0,53,25.0,0.00,0.00,0.00
2025-05-04T20:00,24.4,54,24.3,0.00,0.00,0.00
2025-05-04T21:00,23.8,57,24.9,0.00,0.00,0.00
2025-05-04T22:00,23.4,58,24.6,0.00,0.00,0.00
2025-05-04T23:00,23.2,60,23.4,0.00,0.00,0.00
2025-05-05T00:00,24.0,56,23.5,0.00,0.00,0.00
2025-05-05T01:00,24.8,51,24.4,0.00,0.00,0.00
2025-05-05T02:00,24.1,55,24.5,0.00,0.00,0.00
2025-05-05T03:00,24.1,55,24.4,0.00,0.00,0.00
2025-05-05T04:00,24.0,52,23.8,0.00,0.00,0.00
2025-05-05T05:00,23.6,53,23.5,0.00,0.00,0.00
2025-05-05T06:00,24.0,56,24.7,0.00,0.00,0.00
2025-05-05T07:00,25.2,53,26.4,0.00,0.00,0.00
2025-05-05T08:00,27.1,48,27.7,0.00,0.00,0.00
2025-05-05T09:00,28.9,43,29.3,0.00,0.00,0.00
2025-05-05T10:00,30.9,36,32.7,0.00,0.00,0.00
2025-05-05T11:00,32.4,32,34.6,0.00,0.00,0.00
2025-05-05T12:00,34.1,29,36.4,0.00,0.00,0.00
2025-05-05T13:00,35.4,23,35.6,0.00,0.00,0.00
2025-05-05T14:00,35.4,20,33.6,0.00,0.00,0.00
2025-05-05T15:00,34.9,20,32.7,0.00,0.00,0.00
2025-05-05T16:00,34.6,20,32.1,0.00,0.00,0.00
2025-05-05T17:00,33.6,20,30.4,0.00,0.00,0.00
2025-05-05T18:00,30.5,29,28.3,0.00,0.00,0.00
2025-05-05T19:00,29.2,34,27.4,0.00,0.00,0.00
2025-05-05T20:00,27.7,38,27.1,0.00,0.00,0.00
2025-05-05T21:00,26.9,41,26.1,0.00,0.00,0.00
2025-05-05T22:00,26.6,43,25.3,0.00,0.00,0.00
2025-05-05T23:00,25.7,47,24.9,0.00,0.00,0.00
2025-05-06T00:00,24.8,50,24.4,0.00,0.00,0.00
2025-05-06T01:00,23.7,54,23.7,0.00,0.00,0.00
2025-05-06T02:00,23.3,55,23.3,0.00,0.00,0.00
2025-05-06T03:00,22.8,57,23.1,0.00,0.00,0.00
2025-05-06T04:00,22.2,60,22.8,0.00,0.00,0.00
2025-05-06T05:00,21.6,62,22.1,0.00,0.00,0.00
2025-05-06T06:00,23.3,55,22.6,0.00,0.00,0.00
2025-05-06T07:00,25.3,50,25.0,0.00,0.00,0.00
2025-05-06T08:00,27.3,46,27.4,0.00,0.00,0.00
2025-05-06T09:00,29.4,39,30.1,0.00,0.00,0.00
2025-05-06T10:00,31.2,33,31.9,0.00,0.00,0.00
2025-05-06T11:00,32.3,31,32.9,0.00,0.00,0.00
2025-05-06T12:00,33.1,29,33.7,0.00,0.00,0.00
2025-05-06T13:00,33.8,26,34.2,0.00,0.00,0.00
2025-05-06T14:00,34.5,23,33.7,0.00,0.00,0.00
2025-05-06T15:00,34.6,21,32.6,0.00,0.00,0.00
2025-05-06T16:00,34.1,21,31.1,0.00,0.00,0.00
2025-05-06T17:00,32.9,23,30.2,0.00,0.00,0.00
2025-05-06T18:00,30.4,29,29.3,0.00,0.00,0.00
2025-05-06T19:00,29.0,33,26.2,0.00,0.00,0.00
2025-05-06T20:00,26.7,43,25.0,0.00,0.00,0.00
2025-05-06T21:00,25.8,48,24.2,0.00,0.00,0.00
2025-05-06T22:00,25.1,51,24.0,0.00,0.00,0.00
2025-05-06T23:00,24.5,55,23.7,0.00,0.00,0.00
2025-05-07T00:00,24.1,58,23.5,0.00,0.00,0.00
2025-05-07T01:00,23.6,59,23.4,0.00,0.00,0.00
2025-05-07T02:00,23.0,61,22.7,0.00,0.00,0.00
2025-05-07T03:00,23.1,63,22.7,0.00,0.00,0.00
2025-05-07T04:00,23.2,64,23.3,0.00,0.00,0.00
2025-05-07T05:00,22.4,66,22.7,0.00,0.00,0.00
2025-05-07T06:00,22.3,74,23.6,0.00,0.00,0.00
2025-05-07T07:00,24.2,64,25.3,0.00,0.00,0.00
2025-05-07T08:00,26.6,51,27.6,0.00,0.00,0.00
2025-05-07T09:00,28.7,42,29.2,0.00,0.00,0.00
2025-05-07T10:00,30.3,36,30.7,0.00,0.00,0.00
2025-05-07T11:00,31.3,33,31.4,0.00,0.00,0.00
2025-05-07T12:00,31.6,31,30.9,0.00,0.00,0.00
2025-05-07T13:00,32.8,27,31.8,0.00,0.00,0.00
2025-05-07T14:00,33.1,25,31.1,0.00,0.00,0.00
2025-05-07T15:00,33.3,23,30.4,0.00,0.00,0.00
2025-05-07T16:00,32.6,25,29.0,0.00,0.00,0.00
2025-05-07T17:00,31.7,27,28.6,0.00,0.00,0.00
2025-05-07T18:00,29.6,33,27.3,0.00,0.00,0.00
2025-05-07T19:00,28.3,37,26.5,0.00,0.00,0.00
2025-05-07T20:00,28.0,38,26.4,0.00,0.00,0.00
2025-05-07T21:00,26.7,45,25.5,0.00,0.00,0.00
2025-05-07T22:00,25.3,53,25.3,0.00,0.00,0.00
2025-05-07T23:00,24.8,56,25.0,0.00,0.00,0.00
2025-05-08T00:00,24.6,57,25.1,0.00,0.00,0.00
2025-05-08T01:00,24.3,58,25.1,0.00,0.00,0.00
2025-05-08T02:00,24.2,59,24.9,0.00,0.00,0.00
2025-05-08T03:00,23.5,62,23.9,0.00,0.00,0.00
2025-05-08T04:00,22.6,65,23.0,0.00,0.00,0.00
2025-05-08T05:00,21.9,70,22.5,0.00,0.00,0.00
2025-05-08T06:00,23.4,71,24.7,0.00,0.00,0.00
2025-05-08T07:00,25.5,64,27.3,0.00,0.00,0.00
2025-05-08T08:00,27.3,55,29.2,0.00,0.00,0.00
2025-05-08T09:00,28.9,47,30.3,0.00,0.00,0.00
2025-05-08T10:00,30.6,38,31.8,0.00,0.00,0.00
2025-05-08T11:00,32.1,32,33.1,0.00,0.00,0.00
2025-05-08T12:00,32.5,30,32.6,0.00,0.00,0.00
2025-05-08T13:00,32.8,29,32.1,0.00,0.00,0.00
2025-05-08T14:00,33.4,27,32.3,0.00,0.00,0.00
2025-05-08T15:00,33.1,28,31.0,0.00,0.00,0.00
2025-05-08T16:00,32.3,30,30.6,0.00,0.00,0.00
2025-05-08T17:00,31.8,30,30.3,0.00,0.00,0.00
2025-05-08T18:00,29.8,34,29.2,0.00,0.00,0.00
2025-05-08T19:00,28.1,38,27.9,0.00,0.00,0.00
2025-05-08T20:00,27.1,41,27.0,0.00,0.00,0.00
2025-05-08T21:00,25.8,51,27.1,0.00,0.00,0.00
2025-05-08T22:00,25.0,55,26.5,0.00,0.00,0.00
2025-05-08T23:00,24.6,58,25.8,0.00,0.00,0.00
2025-05-09T00:00,24.8,58,25.5,0.00,0.00,0.00
2025-05-09T01:00,24.5,59,25.2,0.00,0.00,0.00
2025-05-09T02:00,23.6,63,24.6,0.00,0.00,0.00
2025-05-09T03:00,23.0,66,24.2,0.00,0.00,0.00
2025-05-09T04:00,22.5,66,23.1,0.00,0.00,0.00
2025-05-09T05:00,23.7,57,23.8,0.00,0.00,0.00
2025-05-09T06:00,25.0,59,26.3,0.00,0.00,0.00
2025-05-09T07:00,26.7,51,28.0,0.00,0.00,0.00
2025-05-09T08:00,27.6,47,28.5,0.00,0.00,0.00
2025-05-09T09:00,29.0,42,29.5,0.00,0.00,0.00
2025-05-09T10:00,29.6,40,29.6,0.00,0.00,0.00
2025-05-09T11:00,31.8,35,34.9,0.00,0.00,0.00
2025-05-09T12:00,33.1,31,35.5,0.00,0.00,0.00
2025-05-09T13:00,33.5,30,34.9,0.00,0.00,0.00
2025-05-09T14:00,33.9,29,34.9,0.00,0.00,0.00
2025-05-09T15:00,33.8,29,33.7,0.00,0.00,0.00
2025-05-09T16:00,33.3,28,32.4,0.00,0.00,0.00
2025-05-09T17:00,32.8,29,32.3,0.00,0.00,0.00
2025-05-09T18:00,31.3,32,31.5,0.00,0.00,0.00
2025-05-09T19:00,29.4,38,29.3,0.00,0.00,0.00
2025-05-09T20:00,28.7,38,28.5,0.00,0.00,0.00
2025-05-09T21:00,28.4,40,28.9,0.00,0.00,0.00
2025-05-09T22:00,27.9,40,28.3,0.00,0.00,0.00
2025-05-09T23:00,27.3,43,28.2,0.00,0.00,0.00
2025-05-10T00:00,26.6,45,27.6,0.00,0.00,0.00
2025-05-10T01:00,25.7,48,26.2,0.00,0.00,0.00
2025-05-10T02:00,25.0,51,25.8,0.00,0.00,0.00
2025-05-10T03:00,24.5,53,25.2,0.00,0.00,0.00
2025-05-10T04:00,24.3,53,24.9,0.00,0.00,0.00
2025-05-10T05:00,24.1,53,24.7,0.00,0.00,0.00
2025-05-10T06:00,25.6,59,27.2,0.00,0.00,0.00
2025-05-10T07:00,28.7,48,30.7,0.00,0.00,0.00
2025-05-10T08:00,30.7,41,32.0,0.00,0.00,0.00
2025-05-10T09:00,32.5,35,33.7,0.00,0.00,0.00
2025-05-10T10:00,33.9,32,35.8,0.00,0.00,0.00
2025-05-10T11:00,35.0,29,37.1,0.00,0.00,0.00
2025-05-10T12:00,35.7,28,37.4,0.00,0.00,0.00
2025-05-10T13:00,35.9,27,36.7,0.00,0.00,0.00
2025-05-10T14:00,35.3,27,35.7,0.00,0.00,0.00
2025-05-10T15:00,35.8,27,35.9,0.00,0.00,0.00
2025-05-10T16:00,30.2,43,28.3,0.00,0.00,0.00
2025-05-10T17:00,31.2,41,31.4,0.00,0.00,0.00
2025-05-10T18:00,30.1,46,30.9,0.00,0.00,0.00
2025-05-10T19:00,28.5,51,30.2,0.00,0.00,0.00
2025-05-10T20:00,27.8,53,29.6,0.00,0.00,0.00
2025-05-10T21:00,27.1,56,29.0,0.00,0.00,0.00
2025-05-10T22:00,27.3,55,28.8,0.00,0.00,0.00
2025-05-10T23:00,27.2,55,29.0,0.00,0.00,0.00
2025-05-11T00:00,26.4,58,28.2,0.00,0.00,0.00
2025-05-11T01:00,26.1,59,28.2,0.00,0.00,0.00
