latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.968365,78.981476,696.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm)
2025-05-11T02:00,25.7,62,27.5,0.00,0.00,0.00
2025-05-11T03:00,25.4,63,27.2,0.00,0.00,0.00
2025-05-11T04:00,25.7,58,26.5,0.00,0.00,0.00
2025-05-11T05:00,25.3,58,25.3,0.00,0.00,0.00
2025-05-11T06:00,24.4,71,25.8,0.00,0.00,0.00
2025-05-11T07:00,26.1,62,28.0,0.00,0.00,0.00
2025-05-11T08:00,28.2,53,30.0,0.00,0.00,0.00
2025-05-11T09:00,29.7,47,31.4,0.00,0.00,0.00
2025-05-11T10:00,31.4,41,32.7,0.00,0.00,0.00
2025-05-11T11:00,33.1,36,35.1,0.00,0.00,0.00
2025-05-11T12:00,34.0,34,36.0,0.00,0.00,0.00
2025-05-11T13:00,35.0,32,37.9,0.00,0.00,0.00
2025-05-11T14:00,34.8,32,36.2,0.00,0.00,0.00
2025-05-11T15:00,32.9,36,33.1,0.10,0.10,0.00
2025-05-11T16:00,34.0,33,34.5,0.00,0.00,0.00
2025-05-11T17:00,33.3,34,33.4,0.00,0.00,0.00
2025-05-11T18:00,31.6,39,32.9,0.00,0.00,0.00
2025-05-11T19:00,29.7,45,31.2,0.00,0.00,0.00
2025-05-11T20:00,28.8,48,30.2,0.00,0.00,0.00
2025-05-11T21:00,28.4,49,29.3,0.00,0.00,0.00
2025-05-11T22:00,27.7,51,27.6,0.00,0.00,0.00
2025-05-11T23:00,26.6,55,27.6,0.00,0.00,0.00
2025-05-12T00:00,26.1,57,27.1,0.00,0.00,0.00
2025-05-12T01:00,25.7,58,26.8,0.00,0.00,0.00
2025-05-12T02:00,25.3,59,26.5,0.00,0.00,0.00
2025-05-12T03:00,25.0,60,26.1,0.00,0.00,0.00
2025-05-12T04:00,24.8,60,26.0,0.00,0.00,0.00
2025-05-12T05:00,24.8,60,25.8,0.00,0.00,0.00
2025-05-12T06:00,24.3,77,25.7,1.00,1.00,0.00
2025-05-12T07:00,26.7,63,28.5,0.00,0.00,0.00
2025-05-12T08:00,30.2,47,31.2,0.00,0.00,0.00
2025-05-12T09:00,31.5,43,32.5,0.00,0.00,0.00
2025-05-12T10:00,32.1,42,34.0,0.00,0.00,0.00
2025-05-12T11:00,33.3,38,35.8,0.00,0.00,0.00
2025-05-12T12:00,34.8,35,38.3,0.00,0.00,0.00
2025-05-12T13:00,35.6,33,38.7,0.00,0.00,0.00
2025-05-12T14:00,36.0,31,38.3,0.00,0.00,0.00
2025-05-12T15:00,32.5,43,33.0,1.20,1.20,0.00
2025-05-12T16:00,32.7,38,33.9,0.20,0.20,0.00
2025-05-12T17:00,32.7,38,34.3,0.00,0.00,0.00
2025-05-12T18:00,30.9,46,33.5,0.00,0.00,0.00
2025-05-12T19:00,29.6,48,31.8,0.00,0.00,0.00
2025-05-12T20:00,28.5,49,29.8,0.00,0.00,0.00
2025-05-12T21:00,28.1,47,28.6,0.00,0.00,0.00
2025-05-12T22:00,27.6,48,28.0,0.00,0.00,0.00
2025-05-12T23:00,27.4,49,27.9,0.00,0.00,0.00
2025-05-13T00:00,27.2,50,27.7,0.00,0.00,0.00
2025-05-13T01:00,27.0,52,27.8,0.00,0.00,0.00
2025-05-13T02:00,26.2,56,27.6,0.00,0.00,0.00
2025-05-13T03:00,26.5,55,28.0,0.00,0.00,0.00
2025-05-13T04:00,26.2,56,27.3,0.00,0.00,0.00
2025-05-13T05:00,25.9,56,26.3,0.00,0.00,0.00
2025-05-13T06:00,28.0,53,28.6,0.00,0.00,0.00
2025-05-13T07:00,29.0,48,29.7,0.00,0.00,0.00
2025-05-13T08:00,31.1,40,31.2,0.00,0.00,0.00
2025-05-13T09:00,33.4,33,32.9,0.00,0.00,0.00
2025-05-13T10:00,34.8,29,36.3,0.00,0.00,0.00
2025-05-13T11:00,35.2,29,36.4,0.00,0.00,0.00
2025-05-13T12:00,34.7,29,35.4,0.00,0.00,0.00
2025-05-13T13:00,34.3,30,34.3,0.00,0.00,0.00
2025-05-13T14:00,33.5,32,33.0,0.00,0.00,0.00
2025-05-13T15:00,33.7,32,33.3,0.00,0.00,0.00
2025-05-13T16:00,34.5,29,34.4,0.00,0.00,0.00
2025-05-13T17:00,34.4,29,34.6,0.00,0.00,0.00
2025-05-13T18:00,30.5,42,31.1,0.00,0.00,0.00
2025-05-13T19:00,29.6,46,30.7,0.00,0.00,0.00
2025-05-13T20:00,29.3,48,30.5,0.00,0.00,0.00
2025-05-13T21:00,29.0,48,29.5,0.00,0.00,0.00
2025-05-13T22:00,28.1,49,28.3,0.00,0.00,0.00
2025-05-13T23:00,27.6,50,27.8,0.00,0.00,0.00
2025-05-14T00:00,26.8,52,27.0,0.00,0.00,0.00
2025-05-14T01:00,26.3,53,26.5,0.00,0.00,0.00
2025-05-14T02:00,26.3,53,26.5,0.00,0.00,0.00
2025-05-14T03:00,26.0,54,26.4,0.00,0.00,0.00
2025-05-14T04:00,25.6,55,26.0,0.00,0.00,0.00
2025-05-14T05:00,25.3,57,25.6,0.00,0.00,0.00
2025-05-14T06:00,27.0,55,26.6,0.00,0.00,0.00
2025-05-14T07:00,28.5,53,29.0,0.00,0.00,0.00
2025-05-14T08:00,31.5,42,32.1,0.00,0.00,0.00
2025-05-14T09:00,33.3,35,34.6,0.00,0.00,0.00
2025-05-14T10:00,34.0,34,36.5,0.00,0.00,0.00
2025-05-14T11:00,34.4,34,37.3,0.10,0.10,0.00
2025-05-14T12:00,34.9,34,37.9,0.00,0.00,0.00
2025-05-14T13:00,35.4,33,38.5,0.00,0.00,0.00
2025-05-14T14:00,34.9,33,36.1,0.00,0.00,0.00
2025-05-14T15:00,31.5,46,32.0,0.00,0.00,0.00
2025-05-14T16:00,31.4,44,32.6,0.20,0.20,0.00
2025-05-14T17:00,32.3,40,33.8,0.00,0.00,0.00
2025-05-14T18:00,31.0,46,33.4,0.00,0.00,0.00
2025-05-14T19:00,29.7,44,30.8,0.00,0.00,0.00
2025-05-14T20:00,29.0,45,29.9,0.00,0.00,0.00
2025-05-14T21:00,28.9,45,30.0,0.00,0.00,0.00
2025-05-14T22:00,28.8,47,30.2,0.00,0.00,0.00
2025-05-14T23:00,28.3,48,28.8,0.00,0.00,0.00
2025-05-15T00:00,27.7,53,28.6,0.00,0.00,0.00
2025-05-15T01:00,27.3,55,27.8,0.00,0.00,0.00
2025-05-15T02:00,26.8,55,27.1,0.00,0.00,0.00
2025-05-15T03:00,26.3,57,26.5,0.00,0.00,0.00
2025-05-15T04:00,25.9,58,26.3,0.00,0.00,0.00
2025-05-15T05:00,25.5,59,26.4,0.00,0.00,0.00
2025-05-15T06:00,27.6,57,28.5,0.00,0.00,0.00
2025-05-15T07:00,29.8,51,30.9,0.00,0.00,0.00
2025-05-15T08:00,31.8,44,32.8,0.00,0.00,0.00
2025-05-15T09:00,33.2,39,34.4,0.00,0.00,0.00
2025-05-15T10:00,33.9,37,35.8,0.00,0.00,0.00
2025-05-15T11:00,29.0,57,30.2,0.90,0.90,0.00
2025-05-15T12:00,30.4,52,31.7,0.20,0.20,0.00
2025-05-15T13:00,33.4,43,36.2,0.10,0.10,0.00
2025-05-15T14:00,31.0,52,34.7,1.50,1.50,0.00
2025-05-15T15:00,31.8,48,35.1,0.10,0.10,0.00
2025-05-15T16:00,32.2,45,34.7,0.00,0.00,0.00
2025-05-15T17:00,32.1,44,34.4,0.00,0.00,0.00
2025-05-15T18:00,31.2,44,32.5,0.00,0.00,0.00
2025-05-15T19:00,29.6,49,31.1,0.00,0.00,0.00
2025-05-15T20:00,28.5,53,30.1,0.00,0.00,0.00
2025-05-15T21:00,28.1,55,29.6,0.00,0.00,0.00
2025-05-15T22:00,27.5,59,29.1,0.00,0.00,0.00
2025-05-15T23:00,27.3,59,29.0,0.00,0.00,0.00
2025-05-16T00:00,27.3,59,29.2,0.00,0.00,0.00
2025-05-16T01:00,27.2,58,29.1,0.00,0.00,0.00
2025-05-16T02:00,27.1,58,28.7,0.00,0.00,0.00
2025-05-16T03:00,26.9,58,28.4,0.00,0.00,0.00
2025-05-16T04:00,26.8,59,28.2,0.00,0.00,0.00
2025-05-16T05:00,26.5,60,28.0,0.00,0.00,0.00
2025-05-16T06:00,27.2,64,30.4,0.00,0.00,0.00
2025-05-16T07:00,30.1,53,32.8,0.00,0.00,0.00
2025-05-16T08:00,31.6,48,33.9,0.00,0.00,0.00
2025-05-16T09:00,32.7,44,35.0,0.00,0.00,0.00
2025-05-16T10:00,32.9,43,35.2,0.00,0.00,0.00
2025-05-16T11:00,34.1,39,37.4,0.00,0.00,0.00
2025-05-16T12:00,35.6,35,40.5,0.00,0.00,0.00
2025-05-16T13:00,35.9,34,39.1,0.00,0.00,0.00
2025-05-16T14:00,33.0,44,36.2,0.80,0.80,0.00
2025-05-16T15:00,29.7,56,30.7,0.20,0.20,0.00
2025-05-16T16:00,31.1,49,33.4,0.00,0.00,0.00
2025-05-16T17:00,30.9,47,32.8,0.00,0.00,0.00
2025-05-16T18:00,31.0,49,33.4,0.00,0.00,0.00
2025-05-16T19:00,29.6,56,32.4,0.00,0.00,0.00
2025-05-16T20:00,28.5,60,31.2,0.00,0.00,0.00
2025-05-16T21:00,28.0,61,30.5,0.00,0.00,0.00
2025-05-16T22:00,28.5,59,30.6,0.00,0.00,0.00
2025-05-16T23:00,28.1,61,30.7,0.00,0.00,0.00
2025-05-17T00:00,27.2,66,30.4,0.00,0.00,0.00
2025-05-17T01:00,26.7,68,29.7,0.00,0.00,0.00
2025-05-17T02:00,26.3,69,29.0,0.00,0.00,0.00
2025-05-17T03:00,25.9,71,29.0,0.00,0.00,0.00
2025-05-17T04:00,25.5,72,28.2,0.00,0.00,0.00
2025-05-17T05:00,25.8,69,27.8,0.00,0.00,0.00
2025-05-17T06:00,26.4,72,29.3,0.00,0.00,0.00
2025-05-17T07:00,27.4,70,30.3,0.00,0.00,0.00
2025-05-17T08:00,29.0,65,32.0,0.00,0.00,0.00
2025-05-17T09:00,31.0,58,34.3,0.00,0.00,0.00
2025-05-17T10:00,33.2,49,37.5,0.00,0.00,0.00
2025-05-17T11:00,34.8,41,39.5,0.00,0.00,0.00
2025-05-17T12:00,36.1,37,41.4,0.00,0.00,0.00
2025-05-17T13:00,36.7,34,41.7,0.00,0.00,0.00
2025-05-17T14:00,36.9,32,40.5,0.00,0.00,0.00
2025-05-17T15:00,36.5,31,37.1,0.00,0.00,0.00
2025-05-17T16:00,29.5,59,30.2,0.10,0.10,0.00
2025-05-17T17:00,29.1,58,31.8,0.40,0.40,0.00
2025-05-17T18:00,26.7,70,29.1,0.10,0.10,0.00
2025-05-17T19:00,26.2,77,28.8,0.00,0.00,0.00
2025-05-17T20:00,26.6,73,29.5,0.00,0.00,0.00
2025-05-17T21:00,26.6,71,29.3,0.00,0.00,0.00
2025-05-17T22:00,26.5,70,29.3,0.00,0.00,0.00
2025-05-17T23:00,26.3,70,29.2,0.00,0.00,0.00
2025-05-18T00:00,26.1,70,29.0,0.00,0.00,0.00
2025-05-18T01:00,25.7,71,28.9,0.00,0.00,0.00
2025-05-18T02:00,25.9,69,28.1,0.00,0.00,0.00
2025-05-18T03:00,26.1,68,29.1,0.00,0.00,0.00
2025-05-18T04:00,25.7,68,28.1,0.00,0.00,0.00
2025-05-18T05:00,25.1,73,28.0,0.00,0.00,0.00
2025-05-18T06:00,25.0,73,28.4,0.00,0.00,0.00
2025-05-18T07:00,27.4,64,30.4,0.00,0.00,0.00
2025-05-18T08:00,29.1,59,31.4,0.00,0.00,0.00
2025-05-18T09:00,30.6,56,33.9,0.00,0.00,0.00
2025-05-18T10:00,32.0,52,36.9,0.00,0.00,0.00
2025-05-18T11:00,33.5,47,39.3,0.00,0.00,0.00
2025-05-18T12:00,34.6,42,40.0,0.00,0.00,0.00
2025-05-18T13:00,35.3,39,39.9,0.00,0.00,0.00
2025-05-18T14:00,35.7,36,39.2,0.00,0.00,0.00
2025-05-18T15:00,35.6,35,37.8,0.00,0.00,0.00
2025-05-18T16:00,35.5,33,37.3,0.00,0.00,0.00
2025-05-18T17:00,35.0,34,36.1,0.00,0.00,0.00
2025-05-18T18:00,29.8,51,31.4,0.00,0.00,0.00
2025-05-18T19:00,30.0,50,32.5,0.00,0.00,0.00
2025-05-18T20:00,30.1,44,31.2,0.00,0.00,0.00
2025-05-18T21:00,29.2,49,31.3,0.00,0.00,0.00
2025-05-18T22:00,28.5,55,30.6,0.00,0.00,0.00
2025-05-18T23:00,28.1,59,31.5,0.00,0.00,0.00
2025-05-19T00:00,27.8,56,30.0,0.00,0.00,0.00
2025-05-19T01:00,27.6,58,29.5,0.00,0.00,0.00
2025-05-19T02:00,26.8,62,29.3,0.00,0.00,0.00
2025-05-19T03:00,26.3,65,29.1,0.00,0.00,0.00
2025-05-19T04:00,26.3,66,29.1,0.00,0.00,0.00
2025-05-19T05:00,26.2,67,28.9,0.00,0.00,0.00
2025-05-19T06:00,27.9,65,28.6,0.00,0.00,0.00
2025-05-19T07:00,26.1,70,28.8,2.00,2.00,0.00
2025-05-19T08:00,29.0,59,31.0,0.00,0.00,0.00
2025-05-19T09:00,31.3,51,34.3,0.00,0.00,0.00
2025-05-19T10:00,33.1,45,36.6,0.00,0.00,0.00
2025-05-19T11:00,34.3,41,37.9,0.00,0.00,0.00
2025-05-19T12:00,34.7,39,38.6,0.00,0.00,0.00
2025-05-19T13:00,35.1,37,38.9,0.00,0.00,0.00
2025-05-19T14:00,35.7,34,39.0,0.00,0.00,0.00
2025-05-19T15:00,35.7,33,37.7,0.00,0.00,0.00
2025-05-19T16:00,35.4,32,36.9,0.00,0.00,0.00
2025-05-19T17:00,34.9,32,36.5,0.00,0.00,0.00
2025-05-19T18:00,29.9,52,30.5,0.00,0.00,0.00
2025-05-19T19:00,28.9,57,30.8,0.00,0.00,0.00
2025-05-19T20:00,28.7,57,30.7,0.00,0.00,0.00
2025-05-19T21:00,28.6,60,32.2,0.00,0.00,0.00
2025-05-19T22:00,28.2,60,31.5,0.00,0.00,0.00
2025-05-19T23:00,27.4,59,28.6,0.00,0.00,0.00
2025-05-20T00:00,26.7,60,28.8,0.00,0.00,0.00
2025-05-20T01:00,26.4,62,28.9,0.00,0.00,0.00
2025-05-20T02:00,26.1,63,28.8,0.00,0.00,0.00
2025-05-20T03:00,26.1,63,28.5,0.00,0.00,0.00
2025-05-20T04:00,26.3,63,28.6,0.00,0.00,0.00
2025-05-20T05:00,26.0,64,28.4,0.00,0.00,0.00
2025-05-20T06:00,27.1,64,29.6,0.00,0.00,0.00
2025-05-20T07:00,29.9,51,31.5,0.00,0.00,0.00
2025-05-20T08:00,31.9,44,33.4,0.00,0.00,0.00
2025-05-20T09:00,33.3,40,35.6,0.00,0.00,0.00
2025-05-20T10:00,34.4,38,37.8,0.00,0.00,0.00
2025-05-20T11:00,35.3,35,39.1,0.00,0.00,0.00
2025-05-20T12:00,35.8,33,39.3,0.00,0.00,0.00
2025-05-20T13:00,36.0,34,39.1,0.00,0.00,0.00
2025-05-20T14:00,36.2,33,38.8,0.00,0.00,0.00
2025-05-20T15:00,34.2,38,35.0,0.00,0.00,0.00
2025-05-20T16:00,33.1,42,35.1,0.00,0.00,0.00
2025-05-20T17:00,33.5,40,35.3,0.00,0.00,0.00
2025-05-20T18:00,31.1,47,32.3,0.20,0.20,0.00
2025-05-20T19:00,30.3,47,32.2,0.00,0.00,0.00
2025-05-20T20:00,30.0,51,32.9,0.00,0.00,0.00
2025-05-20T21:00,29.5,56,32.8,0.00,0.00,0.00
2025-05-20T22:00,29.4,58,33.2,0.00,0.00,0.00
2025-05-20T23:00,29.0,56,32.1,0.00,0.00,0.00
2025-05-21T00:00,28.9,53,31.3,0.00,0.00,0.00
2025-05-21T01:00,28.5,55,30.8,0.00,0.00,0.00
2025-05-21T02:00,28.3,56,30.6,0.00,0.00,0.00
2025-05-21T03:00,27.9,58,30.5,0.00,0.00,0.00
2025-05-21T04:00,26.9,61,29.3,0.00,0.00,0.00
2025-05-21T05:00,26.8,62,29.2,0.00,0.00,0.00
2025-05-21T06:00,27.6,62,30.0,0.00,0.00,0.00
2025-05-21T07:00,29.5,56,32.3,0.00,0.00,0.00
2025-05-21T08:00,31.6,48,33.6,0.00,0.00,0.00
2025-05-21T09:00,33.0,44,35.8,0.00,0.00,0.00
2025-05-21T10:00,34.1,42,38.0,0.00,0.00,0.00
2025-05-21T11:00,34.6,40,38.5,0.00,0.00,0.00
2025-05-21T12:00,34.7,39,37.6,0.00,0.00,0.00
2025-05-21T13:00,35.6,36,39.0,0.00,0.00,0.00
2025-05-21T14:00,35.4,36,37.6,0.00,0.00,0.00
2025-05-21T15:00,36.2,32,36.8,0.00,0.00,0.00
2025-05-21T16:00,29.0,59,31.4,0.00,0.00,0.00
2025-05-21T17:00,30.8,50,33.9,0.00,0.00,0.00
2025-05-21T18:00,31.2,46,32.9,0.00,0.00,0.00
2025-05-21T19:00,30.6,49,33.0,0.00,0.00,0.00
2025-05-21T20:00,24.0,80,23.6,0.00,0.00,0.00
2025-05-21T21:00,24.0,86,26.3,0.00,0.00,0.00
2025-05-21T22:00,24.4,85,27.0,0.00,0.00,0.00
2025-05-21T23:00,24.3,86,26.9,0.00,0.00,0.00
2025-05-22T00:00,24.0,89,27.0,0.00,0.00,0.00
2025-05-22T01:00,23.9,89,27.3,0.00,0.00,0.00
2025-05-22T02:00,23.7,90,27.2,0.00,0.00,0.00
2025-05-22T03:00,23.6,91,27.2,0.00,0.00,0.00
2025-05-22T04:00,23.8,90,27.8,0.00,0.00,0.00
2025-05-22T05:00,23.8,89,27.7,0.00,0.00,0.00
2025-05-22T06:00,23.5,82,26.4,0.00,0.00,0.00
2025-05-22T07:00,25.1,71,27.2,0.00,0.00,0.00
2025-05-22T08:00,25.6,65,27.7,0.00,0.00,0.00
2025-05-22T09:00,26.3,60,28.4,0.00,0.00,0.00
2025-05-22T10:00,26.9,59,28.8,0.00,0.00,0.00
2025-05-22T11:00,28.4,53,30.2,0.00,0.00,0.00
2025-05-22T12:00,28.8,52,30.3,0.00,0.00,0.00
2025-05-22T13:00,28.4,54,29.7,0.00,0.00,0.00
2025-05-22T14:00,28.7,54,29.9,0.00,0.00,0.00
2025-05-22T15:00,29.7,52,31.0,0.00,0.00,0.00
2025-05-22T16:00,28.9,54,30.4,0.00,0.00,0.00
2025-05-22T17:00,28.7,54,30.7,0.00,0.00,0.00
2025-05-22T18:00,27.4,62,29.6,0.00,0.00,0.00
2025-05-22T19:00,26.0,69,28.6,0.00,0.00,0.00
2025-05-22T20:00,26.0,70,28.5,0.00,0.00,0.00
2025-05-22T21:00,25.7,72,28.4,0.00,0.00,0.00
2025-05-22T22:00,25.4,73,28.4,0.00,0.00,0.00
2025-05-22T23:00,25.1,74,28.0,0.00,0.00,0.00
2025-05-23T00:00,24.6,75,27.2,0.00,0.00,0.00
2025-05-23T01:00,24.2,77,26.8,0.00,0.00,0.00
2025-05-23T02:00,23.5,82,26.1,0.00,0.00,0.00
2025-05-23T03:00,23.0,85,26.1,0.00,0.00,0.00
2025-05-23T04:00,22.6,89,25.8,0.00,0.00,0.00
2025-05-23T05:00,22.3,92,25.8,0.00,0.00,0.00
2025-05-23T06:00,23.3,90,26.7,0.00,0.00,0.00
2025-05-23T07:00,24.6,83,27.9,0.00,0.00,0.00
2025-05-23T08:00,26.4,73,29.6,0.00,0.00,0.00
2025-05-23T09:00,28.4,63,31.5,0.00,0.00,0.00
2025-05-23T10:00,29.9,56,33.5,0.00,0.00,0.00
2025-05-23T11:00,31.2,49,35.2,0.00,0.00,0.00
2025-05-23T12:00,32.4,44,36.2,0.00,0.00,0.00
2025-05-23T13:00,33.2,41,37.0,0.00,0.00,0.00
2025-05-23T14:00,33.2,41,36.2,0.00,0.00,0.00
2025-05-23T15:00,32.8,41,34.8,0.00,0.00,0.00
2025-05-23T16:00,32.6,41,34.4,0.00,0.00,0.00
2025-05-23T17:00,31.6,43,33.8,0.00,0.00,0.00
2025-05-23T18:00,30.7,48,33.2,0.00,0.00,0.00
2025-05-23T19:00,29.3,51,31.6,0.00,0.00,0.00
2025-05-23T20:00,28.5,55,30.4,0.00,0.00,0.00
2025-05-23T21:00,27.8,58,29.8,0.00,0.00,0.00
2025-05-23T22:00,27.6,61,30.2,0.00,0.00,0.00
2025-05-23T23:00,25.7,80,29.6,0.30,0.30,0.00
2025-05-24T00:00,24.8,89,29.0,0.80,0.80,0.00
2025-05-24T01:00,24.5,90,29.0,1.00,1.00,0.00
2025-05-24T02:00,24.4,90,29.1,1.20,1.20,0.00
2025-05-24T03:00,24.4,88,29.2,1.20,1.20,0.00
2025-05-24T04:00,24.2,90,28.8,1.50,1.50,0.00
2025-05-24T05:00,23.9,93,28.5,0.90,0.90,0.00
2025-05-24T06:00,24.0,91,28.1,0.10,0.10,0.00
2025-05-24T07:00,24.1,92,28.3,0.20,0.20,0.00
2025-05-24T08:00,24.7,89,28.2,0.10,0.10,0.00
2025-05-24T09:00,25.8,82,29.4,0.00,0.00,0.00
2025-05-24T10:00,26.7,76,30.4,0.00,0.00,0.00
2025-05-24T11:00,28.3,67,32.2,0.00,0.00,0.00
2025-05-24T12:00,28.9,63,32.7,0.00,0.00,0.00
2025-05-24T13:00,29.4,61,32.7,0.00,0.00,0.00
2025-05-24T14:00,30.1,58,33.5,0.00,0.00,0.00
2025-05-24T15:00,30.7,54,34.1,0.00,0.00,0.00
2025-05-24T16:00,31.1,51,33.4,0.00,0.00,0.00
2025-05-24T17:00,30.6,51,32.7,0.00,0.00,0.00
2025-05-24T18:00,28.2,62,30.6,0.00,0.00,0.00
2025-05-24T19:00,27.7,65,30.1,0.00,0.00,0.00
2025-05-24T20:00,27.0,67,29.6,0.00,0.00,0.00
2025-05-24T21:00,26.5,70,29.1,0.00,0.00,0.00
2025-05-24T22:00,26.0,73,29.1,0.00,0.00,0.00
2025-05-24T23:00,25.2,83,29.7,2.40,2.40,0.00
2025-05-25T00:00,24.7,88,29.0,1.50,1.50,0.00
2025-05-25T01:00,24.3,91,28.7,1.90,1.90,0.00
2025-05-25T02:00,23.7,93,27.6,2.00,2.00,0.00
2025-05-25T03:00,23.3,95,27.6,3.20,3.20,0.00
2025-05-25T04:00,23.1,96,27.4,1.40,1.40,0.00
2025-05-25T05:00,23.1,96,27.5,1.10,1.10,0.00
2025-05-25T06:00,23.8,95,27.9,0.70,0.70,0.00
2025-05-25T07:00,24.1,89,28.0,2.90,2.90,0.00
2025-05-25T08:00,25.1,86,29.3,3.30,3.30,0.00
2025-05-25T09:00,26.3,78,30.5,0.20,0.20,0.00
2025-05-25T10:00,28.4,67,32.0,0.10,0.10,0.00
2025-05-25T11:00,28.1,66,31.4,0.00,0.00,0.00
2025-05-25T12:00,28.8,63,32.3,0.00,0.00,0.00
2025-05-25T13:00,31.0,57,35.2,0.00,0.00,0.00
2025-05-25T14:00,32.4,52,36.7,0.00,0.00,0.00
2025-05-25T15:00,32.7,48,35.1,0.00,0.00,0.00
2025-05-25T16:00,33.2,45,34.8,0.00,0.00,0.00
2025-05-25T17:00,30.3,57,32.4,0.50,0.50,0.00
2025-05-25T18:00,28.3,64,30.8,0.10,0.10,0.00
2025-05-25T19:00,26.3,79,29.8,1.60,1.60,0.00
2025-05-25T20:00,24.2,92,28.3,4.70,4.70,0.00
2025-05-25T21:00,24.2,94,28.8,2.10,2.10,0.00
2025-05-25T22:00,24.1,95,29.2,1.00,1.00,0.00
2025-05-25T23:00,24.2,95,29.4,0.50,0.50,0.00
2025-05-26T00:00,24.2,96,29.1,0.20,0.20,0.00
2025-05-26T01:00,24.2,97,29.3,0.10,0.10,0.00
2025-05-26T02:00,24.2,97,29.5,0.00,0.00,0.00
2025-05-26T03:00,24.0,97,29.1,0.00,0.00,0.00
2025-05-26T04:00,24.0,97,29.3,0.00,0.00,0.00
2025-05-26T05:00,23.8,98,29.0,0.00,0.00,0.00
2025-05-26T06:00,26.0,88,31.9,0.00,0.00,0.00
2025-05-26T07:00,24.2,94,28.1,1.20,1.20,0.00
2025-05-26T08:00,25.8,82,30.3,0.10,0.10,0.00
2025-05-26T09:00,28.1,71,32.4,0.00,0.00,0.00
2025-05-26T10:00,30.2,63,35.5,0.10,0.10,0.00
2025-05-26T11:00,31.6,57,37.3,0.00,0.00,0.00
2025-05-26T12:00,32.7,52,38.1,0.00,0.00,0.00
2025-05-26T13:00,33.1,50,37.6,0.00,0.00,0.00
2025-05-26T14:00,33.8,47,38.0,0.00,0.00,0.00
2025-05-26T15:00,34.2,45,37.2,0.00,0.00,0.00
2025-05-26T16:00,32.2,51,35.4,0.80,0.80,0.00
2025-05-26T17:00,32.1,49,34.7,0.20,0.20,0.00
2025-05-26T18:00,27.0,78,31.5,0.10,0.10,0.00
2025-05-26T19:00,27.1,78,31.6,0.00,0.00,0.00
2025-05-26T20:00,27.0,79,31.8,0.00,0.00,0.00
2025-05-26T21:00,26.6,81,31.5,0.00,0.00,0.00
2025-05-26T22:00,26.1,83,31.3,0.00,0.00,0.00
2025-05-26T23:00,25.7,85,30.9,0.00,0.00,0.00
2025-05-27T00:00,25.5,85,29.1,0.10,0.10,0.00
2025-05-27T01:00,23.7,93,28.4,0.20,0.20,0.00
2025-05-27T02:00,23.8,93,27.5,0.00,0.00,0.00
2025-05-27T03:00,23.7,94,28.1,0.00,0.00,0.00
2025-05-27T04:00,23.9,92,27.4,0.00,0.00,0.00
2025-05-27T05:00,23.8,93,28.1,0.00,0.00,0.00
2025-05-27T06:00,26.0,83,30.2,0.00,0.00,0.00
2025-05-27T07:00,28.1,74,32.7,0.00,0.00,0.00
2025-05-27T08:00,30.3,61,34.5,0.00,0.00,0.00
2025-05-27T09:00,31.9,52,35.9,0.00,0.00,0.00
2025-05-27T10:00,33.0,46,37.6,0.00,0.00,0.00
2025-05-27T11:00,33.9,44,38.4,0.00,0.00,0.00
2025-05-27T12:00,34.3,42,39.0,0.10,0.10,0.00
2025-05-27T13:00,34.9,40,39.0,0.00,0.00,0.00
2025-05-27T14:00,35.1,39,38.4,0.00,0.00,0.00
2025-05-27T15:00,32.1,49,32.4,0.00,0.00,0.00
2025-05-27T16:00,26.7,78,29.1,2.10,2.10,0.00
2025-05-27T17:00,27.6,80,32.5,2.50,2.50,0.00
2025-05-27T18:00,30.3,58,34.3,0.00,0.00,0.00
2025-05-27T19:00,29.2,55,30.8,0.00,0.00,0.00
2025-05-27T20:00,26.0,73,26.7,0.00,0.00,0.00
2025-05-27T21:00,25.1,81,27.2,0.00,0.00,0.00
2025-05-27T22:00,25.5,75,27.6,0.00,0.00,0.00
2025-05-27T23:00,25.7,73,28.3,0.00,0.00,0.00
2025-05-28T00:00,25.5,73,28.3,0.00,0.00,0.00
2025-05-28T01:00,25.4,74,28.2,0.00,0.00,0.00
2025-05-28T02:00,25.5,75,28.1,0.00,0.00,0.00
2025-05-28T03:00,25.8,71,27.8,0.00,0.00,0.00
2025-05-28T04:00,25.8,70,27.1,0.00,0.00,0.00
2025-05-28T05:00,25.5,72,27.0,0.00,0.00,0.00
2025-05-28T06:00,25.0,80,26.9,0.00,0.00,0.00
2025-05-28T07:00,25.8,77,27.8,0.00,0.00,0.00
2025-05-28T08:00,27.8,68,30.0,0.00,0.00,0.00
2025-05-28T09:00,30.1,59,32.7,0.00,0.00,0.00
2025-05-28T10:00,32.2,51,36.0,0.00,0.00,0.00
2025-05-28T11:00,33.6,46,37.4,0.00,0.00,0.00
2025-05-28T12:00,34.1,43,37.3,0.00,0.00,0.00
2025-05-28T13:00,33.8,43,36.3,0.00,0.00,0.00
